order_item_id,order_id ,product_id ,quantity ,total_price
189,127,24,4,477908
190,746,97,4,364788
191,1286,60,1,46145
192,1524,94,1,32444
193,1440,84,2,5740
194,957,44,1,12233
195,1572,48,2,68392
196,1901,76,1,29417
197,1009,44,1,12233
198,459,92,2,87876
199,352,7,2,65422
200,1339,49,1,61642
201,784,49,1,61642
202,53,5,1,72645
203,68,87,1,19236
204,1152,27,2,152096
205,1472,25,3,25821
206,1536,99,4,21968
207,8,70,2,24080
208,138,66,1,37917
209,786,97,1,91197
210,286,36,1,5066
211,1040,11,1,85699
212,4,46,1,90175
213,264,7,1,32711
214,607,82,2,9550
215,1232,55,2,75050
216,128,27,2,152096
217,404,67,1,30927
218,1921,2,1,39576
219,1674,73,2,180184
220,409,49,1,61642
221,857,96,1,94837
222,1678,96,1,94837
223,1580,47,3,226353
224,41,46,1,90175
225,1522,33,2,26130
226,43,91,4,48672
227,1821,43,1,11681
228,948,33,1,13065
229,1360,77,1,38358
230,1196,63,3,370626
231,781,10,1,80954
232,660,77,2,76716
233,547,16,2,279204
234,1903,64,2,101220
235,1395,3,1,89038
236,1430,74,1,56506
237,586,81,3,93864
238,1569,99,1,5492
239,1262,20,3,54858
240,1127,84,2,5740
241,1279,97,1,91197
242,215,7,1,32711
243,962,17,1,39572
244,1068,28,4,58628
245,397,53,1,84749
246,854,12,4,479768
247,822,68,1,6469
248,535,98,1,59098
249,1632,96,1,94837
250,1784,69,1,13563
251,1970,53,4,338996
252,1394,8,2,119040
253,1432,7,3,98133
254,978,92,1,43938
255,79,71,3,23367
256,747,32,1,21660
257,1054,93,1,90445
258,306,40,1,86599
259,616,31,3,164511
260,1950,17,1,39572
261,951,25,1,8607
262,1950,45,1,83119
263,478,88,2,4606
264,138,4,2,55966
265,1705,78,1,26269
266,949,97,2,182394
267,760,17,1,39572
268,907,77,1,38358
269,1523,61,2,264908
270,355,37,1,2249
271,44,49,1,61642
272,347,55,1,37525
273,201,47,2,150902
274,1295,49,2,123284
275,946,63,4,494168
276,359,82,1,4775
277,290,5,2,145290
278,1272,51,2,94618
279,459,43,1,11681
280,164,15,1,123847
281,410,31,1,54837
282,295,83,2,16848
283,773,76,1,29417
284,999,87,1,19236
285,1161,7,3,98133
286,957,2,1,39576
287,1356,15,1,123847
288,1760,93,1,90445
289,687,79,4,105744
290,1934,59,1,128900
291,1321,37,1,2249
292,1506,42,2,38374
293,1148,75,1,7368
294,1762,91,3,36504
295,1894,12,1,119942
296,862,68,2,12938
297,714,51,3,141927
298,76,22,2,23972
299,703,2,4,158304
300,66,76,2,58834
301,1627,93,2,180890
302,1596,37,3,6747
303,242,55,2,75050
304,1682,48,3,102588
305,200,74,1,56506
306,466,75,1,7368
307,650,85,2,6710
308,1625,1,1,18728
309,1039,89,4,34568
310,1719,49,1,61642
311,1638,100,1,26451
312,1927,48,1,34196
313,709,46,2,180350
314,314,21,2,36656
315,1166,49,1,61642
316,1065,36,2,10132
317,711,61,1,132454
318,675,91,1,12168
319,1031,7,3,98133
320,1660,25,2,17214
321,1472,43,1,11681
322,1099,32,2,43320
323,943,56,4,334004
324,1542,93,2,180890
325,521,61,1,132454
326,771,46,1,90175
327,358,31,3,164511
328,1558,69,1,13563
329,503,7,1,32711
330,1459,10,1,80954
331,801,38,1,14877
332,726,78,1,26269
333,1839,100,3,79353
334,459,83,2,16848
335,842,26,1,31932
336,1751,5,3,217935
337,1872,89,1,8642
338,485,12,2,239884
339,324,66,4,151668
340,516,62,1,99242
341,1605,47,1,75451
342,1018,81,1,31288
343,1641,49,2,123284
344,1610,34,1,16296
345,1836,65,1,80053
346,60,82,1,4775
347,1604,66,2,75834
348,277,33,3,39195
349,1875,42,2,38374
350,1850,59,1,128900
351,1697,30,2,12290
352,1926,41,1,11114
353,1991,26,1,31932
354,36,50,2,70670
355,1277,79,2,52872
356,988,25,3,25821
357,1085,13,1,77776
358,885,90,2,96368
359,997,95,2,21850
360,127,23,4,145820
361,1636,37,2,4498
362,1769,92,2,87876
363,620,7,4,130844
364,1785,54,2,29200
365,228,91,3,36504
366,1888,6,1,69980
367,1516,75,1,7368
368,27,6,1,69980
369,1296,72,1,28435
370,1028,50,2,70670
371,643,75,1,7368
372,1959,31,2,109674
373,721,92,1,43938
374,75,62,3,297726
375,473,39,1,6484
376,695,95,1,10925
377,1134,49,4,246568
378,966,51,3,141927
379,1694,63,4,494168
380,1565,36,3,15198
381,1302,63,3,370626
382,1694,64,1,50610
383,1266,7,4,130844
384,1701,88,1,2303
385,1316,36,2,10132
386,230,86,1,7664
387,1404,78,2,52538
388,616,78,2,52538
389,979,77,1,38358
390,643,97,1,91197
391,605,15,1,123847
392,1135,40,1,86599
393,230,61,2,264908
394,1186,85,2,6710
395,918,66,1,37917
396,1249,60,4,184580
397,1731,35,1,16427
398,231,76,3,88251
399,1391,96,1,94837
400,978,15,2,247694
401,1266,30,1,6145
402,594,63,2,247084
403,265,12,1,119942
404,696,64,1,50610
405,1025,81,1,31288
406,71,18,2,11800
407,1426,44,4,48932
408,528,18,2,11800
409,252,58,1,102455
410,574,76,1,29417
411,889,75,1,7368
412,558,8,2,119040
413,785,9,3,322680
414,156,45,2,166238
415,1860,74,1,56506
416,1903,98,4,236392
417,539,82,2,9550
418,645,24,4,477908
419,1857,54,1,14600
420,252,15,1,123847
421,1400,37,1,2249
422,1405,11,2,171398
423,449,43,1,11681
424,1115,27,3,228144
425,1523,38,1,14877
426,554,16,1,139602
427,869,35,3,49281
428,1686,22,2,23972
429,1637,99,1,5492
430,992,78,1,26269
431,1742,43,1,11681
432,173,66,1,37917
433,523,5,2,145290
434,1836,21,3,54984
435,843,72,2,56870
436,251,79,4,105744
437,264,39,1,6484
438,141,59,1,128900
439,422,99,1,5492
440,1359,58,3,307365
441,1492,87,1,19236
442,727,98,1,59098
443,958,64,1,50610
444,1098,50,1,35335
445,1319,48,3,102588
446,96,99,2,10984
447,1301,46,2,180350
448,1814,70,2,24080
449,214,85,4,13420
450,325,33,4,52260
451,1417,7,3,98133
452,1148,47,3,226353
453,889,38,1,14877
454,952,26,1,31932
455,960,96,2,189674
456,1296,66,1,37917
457,1832,75,1,7368
458,972,19,3,57555
459,407,53,1,84749
460,558,3,2,178076
461,1723,74,2,113012
462,1507,40,1,86599
463,739,54,4,58400
464,302,89,1,8642
465,944,26,4,127728
466,519,7,1,32711
467,436,41,4,44456
468,1030,96,1,94837
469,766,25,4,34428
470,234,29,3,71292
471,1134,3,2,178076
472,1966,92,1,43938
473,1737,85,1,3355
474,623,73,4,360368
475,1184,36,1,5066
476,12,97,2,182394
477,960,52,1,19311
478,996,29,1,23764
479,41,32,2,43320
480,766,81,1,31288
481,781,98,2,118196
482,747,32,1,21660
483,1954,18,1,5900
484,1056,33,1,13065
485,299,16,1,139602
486,1339,6,2,139960
487,1686,40,2,173198
488,1473,17,1,39572
489,1852,29,2,47528
490,711,98,1,59098
491,250,12,1,119942
492,675,94,2,64888
493,590,68,1,6469
494,285,34,2,32592
495,1552,40,1,86599
496,1115,97,2,182394
497,129,14,4,429892
498,1496,8,2,119040
499,913,16,2,279204
500,1428,14,2,214946
501,161,55,2,75050
502,1783,18,1,5900
503,754,19,1,19185
504,1917,68,2,12938
505,1539,3,4,356152
506,158,83,1,8424
507,1522,38,2,29754
508,1925,7,2,65422
509,644,72,3,85305
510,1703,18,2,11800
511,134,46,2,180350
512,347,73,1,90092
513,571,61,2,264908
514,1455,80,2,30320
515,1090,94,3,97332
516,685,5,2,145290
517,823,92,2,87876
518,1591,100,1,26451
519,196,61,1,132454
520,1562,9,1,107560
521,338,75,2,14736
522,172,12,2,239884
523,1993,76,2,58834
524,538,60,4,184580
525,187,23,1,36455
526,581,18,1,5900
527,1421,44,2,24466
528,1828,45,1,83119
529,1856,95,1,10925
530,1599,24,1,119477
531,1493,72,4,113740
532,981,45,1,83119
533,608,1,3,56184
534,598,62,1,99242
535,409,9,1,107560
536,1633,34,1,16296
537,1734,90,2,96368
538,776,10,4,323816
539,1472,87,1,19236
540,377,69,3,40689
541,479,17,1,39572
542,36,100,1,26451
543,1906,66,2,75834
544,472,90,2,96368
545,1317,87,2,38472
546,1413,12,1,119942
547,1979,83,1,8424
548,1009,38,1,14877
549,454,17,4,158288
550,1637,40,1,86599
551,585,54,1,14600
552,636,22,3,35958
553,705,21,3,54984
554,371,20,2,36572
555,1671,58,2,204910
556,1775,81,3,93864
557,418,39,2,12968
558,441,24,2,238954
559,1702,47,4,301804
560,1502,35,1,16427
561,469,16,1,139602
562,312,99,2,10984
563,687,49,1,61642
564,1025,90,1,48184
565,624,36,4,20264
566,302,50,4,141340
567,1531,6,3,209940
568,222,69,1,13563
569,987,38,3,44631
570,612,82,3,14325
571,914,60,1,46145
572,425,39,2,12968
573,1679,35,3,49281
574,1581,19,2,38370
575,154,29,1,23764
576,1293,41,1,11114
577,636,74,1,56506
578,1839,45,4,332476
579,1800,28,1,14657
580,1775,58,1,102455
581,336,44,1,12233
582,472,70,2,24080
583,1609,54,1,14600
584,1223,17,1,39572
585,1654,99,4,21968
586,1289,29,2,47528
587,176,44,2,24466
588,1478,19,1,19185
589,1776,36,1,5066
590,1029,34,2,32592
591,1778,100,2,52902
592,1153,98,2,118196
593,1919,27,3,228144
594,1557,10,4,323816
595,615,56,2,167002
596,1723,16,1,139602
597,1463,81,1,31288
598,447,20,1,18286
599,1678,53,1,84749
600,1002,23,1,36455
601,320,97,1,91197
602,1256,94,1,32444
603,739,60,1,46145
604,1933,74,1,56506
605,19,64,1,50610
606,608,11,2,171398
607,1269,89,1,8642
608,1866,72,1,28435
609,135,10,4,323816
610,1660,62,1,99242
611,1132,28,1,14657
612,1815,78,2,52538
613,1069,75,4,29472
614,473,4,1,27983
615,992,70,1,12040
616,975,54,3,43800
617,51,22,1,11986
618,659,66,2,75834
619,440,99,1,5492
620,1229,53,3,254247
621,1848,38,2,29754
622,1543,48,1,34196
623,615,17,1,39572
624,139,27,2,152096
625,1207,3,1,89038
626,998,30,1,6145
627,306,85,2,6710
628,571,42,1,19187
629,1617,59,1,128900
630,1548,29,2,47528
631,1868,8,2,119040
632,217,85,3,10065
633,814,84,1,2870
634,905,21,1,18328
635,760,26,1,31932
636,174,3,2,178076
637,321,60,3,138435
638,650,21,1,18328
639,1204,95,1,10925
640,104,70,3,36120
641,1474,6,2,139960
642,157,19,3,57555
643,1721,62,4,396968
644,1263,62,1,99242
645,352,72,1,28435
646,985,42,1,19187
647,80,85,1,3355
648,483,6,2,139960
649,396,89,2,17284
650,797,93,4,361780
651,664,48,1,34196
652,141,65,3,240159
653,305,42,1,19187
654,570,49,2,123284
655,1476,3,1,89038
656,749,93,2,180890
657,1222,41,2,22228
658,1028,27,2,152096
659,663,3,1,89038
660,1265,72,1,28435
661,700,77,2,76716
662,1331,92,3,131814
663,266,76,1,29417
664,334,15,2,247694
665,1349,47,4,301804
666,635,38,1,14877
667,535,34,1,16296
668,1483,89,3,25926
669,585,24,1,119477
670,853,53,2,169498
671,885,91,1,12168
672,74,94,2,64888
673,958,84,2,5740
674,1915,31,1,54837
675,292,62,4,396968
676,1440,82,3,14325
677,454,99,1,5492
678,738,76,2,58834
679,56,20,1,18286
680,1007,24,1,119477
681,701,96,2,189674
682,638,31,2,109674
683,529,65,1,80053
684,1541,65,1,80053
685,1550,46,1,90175
686,1679,70,1,12040
687,1732,75,2,14736
688,913,90,1,48184
689,819,72,3,85305
690,879,74,1,56506
691,1863,3,2,178076
692,417,10,1,80954
693,1791,50,1,35335
694,805,92,2,87876
695,1534,42,4,76748
696,206,93,1,90445
697,1586,66,1,37917
698,1831,9,1,107560
699,1568,16,1,139602
700,1665,12,2,239884
701,1507,67,1,30927
702,193,98,1,59098
703,775,6,2,139960
704,367,30,1,6145
705,983,98,4,236392
706,1793,48,1,34196
707,1423,79,1,26436
708,1747,20,1,18286
709,724,24,1,119477
710,1054,37,1,2249
711,309,52,1,19311
712,531,21,4,73312
713,1720,68,3,19407
714,448,84,1,2870
715,1076,37,3,6747
716,1645,78,1,26269
717,195,39,2,12968
718,1238,22,1,11986
719,1501,77,1,38358
720,1259,76,1,29417
721,232,63,2,247084
722,1100,62,1,99242
723,1002,88,1,2303
724,1839,81,1,31288
725,1666,9,1,107560
726,1140,13,2,155552
727,982,11,1,85699
728,1889,93,2,180890
729,384,8,1,59520
730,796,34,1,16296
731,502,4,2,55966
732,1671,60,1,46145
733,1823,43,2,23362
734,1356,79,3,79308
735,627,21,2,36656
736,1230,41,2,22228
737,1044,92,2,87876
738,17,67,2,61854
739,415,28,4,58628
740,978,89,2,17284
741,941,40,1,86599
742,989,88,1,2303
743,1970,100,1,26451
744,1239,63,4,494168
745,1240,45,2,166238
746,980,84,1,2870
747,1313,74,4,226024
748,409,38,2,29754
749,1853,96,1,94837
750,1318,25,1,8607
751,910,60,2,92290
752,715,63,1,123542
753,990,1,2,37456
754,1953,33,4,52260
755,73,79,1,26436
756,1348,76,2,58834
757,1933,89,2,17284
758,43,95,2,21850
759,1267,87,2,38472
760,1892,6,1,69980
761,214,78,3,78807
762,1592,88,2,4606
763,151,5,1,72645
764,525,23,1,36455
765,1781,46,1,90175
766,1792,28,3,43971
767,732,54,2,29200
768,546,28,4,58628
769,604,31,2,109674
770,346,72,1,28435
771,32,2,3,118728
772,1860,49,1,61642
773,1602,3,1,89038
774,94,30,2,12290
775,765,9,4,430240
776,291,75,1,7368
777,1263,69,1,13563
778,871,55,1,37525
779,1009,82,2,9550
780,1897,32,2,43320
781,844,56,3,250503
782,1660,84,3,8610
783,1568,62,2,198484
784,32,80,1,15160
785,107,100,1,26451
786,351,17,2,79144
787,539,6,1,69980
788,664,95,1,10925
789,711,57,2,133438
790,1868,86,4,30656
791,141,51,3,141927
792,684,11,1,85699
793,499,52,1,19311
794,808,100,1,26451
795,357,79,2,52872
796,1824,13,2,155552
797,1828,66,2,75834
798,1075,87,4,76944
799,769,15,2,247694
800,355,1,2,37456
801,1539,21,2,36656
802,347,83,1,8424
803,682,77,1,38358
804,583,67,1,30927
805,447,4,2,55966
806,1356,23,2,72910
807,1857,48,1,34196
808,1373,47,2,150902
809,1166,51,1,47309
810,216,21,1,18328
811,1,4,3,83949
812,730,55,1,37525
813,409,7,1,32711
814,80,72,1,28435
815,1230,86,4,30656
816,262,84,1,2870
817,1354,34,2,32592
818,1450,41,1,11114
819,58,76,2,58834
820,857,4,1,27983
821,275,32,1,21660
822,1958,72,1,28435
823,1406,70,2,24080
824,881,13,1,77776
825,1258,19,3,57555
826,823,55,1,37525
827,147,6,2,139960
828,1091,61,2,264908
829,627,72,3,85305
830,1631,70,1,12040
831,1840,75,1,7368
832,892,49,1,61642
833,1516,63,3,370626
834,1640,70,1,12040
835,119,49,1,61642
836,1730,87,1,19236
837,1087,19,2,38370
838,629,100,2,52902
839,26,68,2,12938
840,1884,16,2,279204
841,444,72,2,56870
842,1057,12,2,239884
843,453,11,2,171398
844,172,78,3,78807
845,672,89,1,8642
846,1288,93,3,271335
847,1791,46,2,180350
848,1086,59,1,128900
849,632,22,1,11986
850,528,75,1,7368
851,672,39,1,6484
852,288,85,1,3355
853,1364,28,1,14657
854,94,20,1,18286
855,980,32,2,43320
856,489,11,1,85699
857,1263,38,1,14877
858,1293,19,3,57555
859,617,52,3,57933
860,1801,95,2,21850
861,671,75,1,7368
862,316,6,3,209940
863,1939,4,4,111932
864,397,31,1,54837
865,156,82,1,4775
866,1599,41,2,22228
867,466,31,1,54837
868,1325,88,1,2303
869,1189,70,2,24080
870,839,52,2,38622
871,1777,34,4,65184
872,1081,10,2,161908
873,1092,64,1,50610
874,1940,7,3,98133
875,1511,87,1,19236
876,472,6,2,139960
877,626,40,1,86599
878,1432,21,2,36656
879,1608,92,2,87876
880,1049,28,1,14657
881,1754,28,3,43971
882,111,35,2,32854
883,1232,89,2,17284
884,623,23,2,72910
885,1842,3,1,89038
886,1571,71,1,7789
887,23,34,2,32592
888,1336,21,2,36656
889,1745,31,2,109674
890,1563,37,3,6747
891,73,20,1,18286
892,744,74,1,56506
893,180,37,2,4498
894,532,15,1,123847
895,1147,43,1,11681
896,1402,25,2,17214
897,79,7,1,32711
898,1681,4,4,111932
899,668,38,4,59508
900,276,96,3,284511
901,1862,1,3,56184
902,1537,98,1,59098
903,1436,46,1,90175
904,1585,53,2,169498
905,1698,48,2,68392
906,505,89,1,8642
907,1892,64,1,50610
908,34,60,2,92290
909,418,81,1,31288
910,62,1,2,37456
911,1140,26,1,31932
912,40,79,1,26436
913,1831,13,1,77776
914,4,9,2,215120
915,1908,8,2,119040
916,1813,1,1,18728
917,1633,52,1,19311
918,425,55,2,75050
919,996,40,1,86599
920,1616,29,3,71292
921,201,6,1,69980
922,573,87,2,38472
923,684,63,2,247084
924,1665,48,3,102588
925,1678,99,2,10984
926,1686,44,1,12233
927,1412,88,1,2303
928,697,94,2,64888
929,180,41,2,22228
930,1452,62,1,99242
931,1529,55,1,37525
932,1238,43,3,35043
933,1527,73,4,360368
934,1463,17,1,39572
935,341,64,2,101220
936,633,59,3,386700
937,650,20,1,18286
938,438,26,1,31932
939,166,64,4,202440
940,1554,84,2,5740
941,945,61,1,132454
942,72,34,2,32592
943,512,37,1,2249
944,1653,10,4,323816
945,430,85,3,10065
946,1256,97,2,182394
947,1244,84,3,8610
948,1195,69,2,27126
949,1628,61,2,264908
950,1514,37,2,4498
951,858,95,4,43700
952,1072,70,4,48160
953,1204,73,4,360368
954,193,63,1,123542
955,40,70,1,12040
956,1572,53,2,169498
957,493,19,2,38370
958,332,83,1,8424
959,946,98,1,59098
960,131,4,1,27983
961,939,73,1,90092
962,1462,45,1,83119
963,1786,56,1,83501
964,177,19,1,19185
965,743,21,1,18328
966,1274,20,2,36572
967,429,14,2,214946
968,1739,36,3,15198
969,198,10,2,161908
970,1282,8,2,119040
971,1574,15,2,247694
972,780,7,1,32711
973,1653,12,1,119942
974,1726,94,2,64888
975,182,1,1,18728
976,284,72,1,28435
977,1405,63,2,247084
978,1115,65,2,160106
979,756,42,4,76748
980,735,28,1,14657
981,1908,16,4,558408
982,132,50,1,35335
983,557,90,1,48184
984,398,26,2,63864
985,1574,39,1,6484
986,104,98,4,236392
987,323,89,2,17284
988,1896,19,1,19185
989,1988,88,1,2303
990,652,90,1,48184
991,139,76,2,58834
992,1217,97,4,364788
993,1330,15,2,247694
994,1990,15,1,123847
995,752,93,1,90445
996,85,90,1,48184
997,212,39,2,12968
998,53,42,1,19187
999,1485,48,1,34196
1000,670,95,3,32775
1001,1485,73,1,90092
1002,437,28,1,14657
1003,823,84,1,2870
1004,1710,9,1,107560
1005,1200,5,1,72645
1006,1083,99,1,5492
1007,956,13,1,77776
1008,891,28,1,14657
1009,1607,37,1,2249
1010,1204,88,1,2303
1011,628,6,1,69980
1012,1479,20,2,36572
1013,566,31,1,54837
1014,1306,20,2,36572
1015,1962,86,1,7664
1016,901,84,1,2870
1017,643,88,1,2303
1018,1050,61,2,264908
1019,1742,32,1,21660
1020,810,64,2,101220
1021,1814,4,1,27983
1022,1180,96,1,94837
1023,1426,85,1,3355
1024,1531,16,2,279204
1025,1369,59,2,257800
1026,1637,40,4,346396
1027,866,12,2,239884
1028,532,31,2,109674
1029,936,85,2,6710
1030,1152,66,2,75834
1031,1095,45,4,332476
1032,1663,60,1,46145
1033,1930,64,1,50610
1034,948,65,1,80053
1035,1632,62,1,99242
1036,1215,10,1,80954
1037,1626,76,1,29417
1038,1271,62,2,198484
1039,1558,27,1,76048
1040,1854,93,3,271335
1041,921,40,1,86599
1042,194,52,1,19311
1043,1273,49,3,184926
1044,1595,14,2,214946
1045,488,66,4,151668
1046,1243,66,1,37917
1047,376,75,2,14736
1048,1594,86,3,22992
1049,338,65,1,80053
1050,211,47,1,75451
1051,404,98,1,59098
1052,1971,19,1,19185
1053,145,28,2,29314
1054,1870,69,2,27126
1055,939,45,1,83119
1056,1289,92,1,43938
1057,864,91,1,12168
1058,835,55,1,37525
1059,991,14,1,107473
1060,1110,15,1,123847
1061,203,55,2,75050
1062,620,39,1,6484
1063,692,59,2,257800
1064,783,42,3,57561
1065,670,75,1,7368
1066,1528,72,1,28435
1067,755,62,2,198484
1068,516,50,1,35335
1069,61,75,1,7368
1070,172,88,4,9212
1071,389,33,3,39195
1072,213,25,1,8607
1073,251,90,2,96368
1074,1872,45,1,83119
1075,1505,85,4,13420
1076,1076,20,2,36572
1077,1080,19,2,38370
1078,1264,70,1,12040
1079,941,50,2,70670
1080,81,23,3,109365
1081,1207,4,1,27983
1082,1104,45,1,83119
1083,1177,35,1,16427
1084,1535,33,4,52260
1085,1296,18,2,11800
1086,1932,91,4,48672
1087,1089,91,2,24336
1088,1175,25,1,8607
1089,233,5,1,72645
1090,1018,21,2,36656
1091,398,66,1,37917
1092,1439,10,1,80954
1093,443,22,4,47944
1094,1450,52,1,19311
1095,942,81,4,125152
1096,1072,17,2,79144
1097,1808,81,4,125152
1098,180,46,1,90175
1099,1333,44,1,12233
1100,1310,50,2,70670
1101,1857,38,2,29754
1102,645,33,4,52260
1103,39,43,3,35043
1104,564,63,2,247084
1105,599,15,4,495388
1106,266,88,2,4606
1107,1798,99,2,10984
1108,1043,24,1,119477
1109,65,48,2,68392
1110,579,71,2,15578
1111,359,10,1,80954
1112,1343,80,1,15160
1113,248,30,3,18435
1114,440,38,2,29754
1115,1861,11,1,85699
1116,169,64,1,50610
1117,1612,54,4,58400
1118,1165,69,2,27126
1119,1629,29,1,23764
1120,1814,64,2,101220
1121,376,15,3,371541
1122,34,7,2,65422
1123,1534,60,2,92290
1124,96,43,2,23362
1125,378,21,1,18328
1126,1893,64,2,101220
1127,442,29,2,47528
1128,344,57,3,200157
1129,1199,24,1,119477
1130,1649,16,1,139602
1131,332,72,2,56870
1132,1522,41,2,22228
1133,1580,11,4,342796
1134,1591,13,3,233328
1135,271,49,1,61642
1136,291,38,2,29754
1137,995,57,1,66719
1138,802,93,1,90445
1139,870,66,2,75834
1140,829,39,2,12968
1141,512,69,2,27126
1142,1465,33,1,13065
1143,767,17,1,39572
1144,1072,35,1,16427
1145,1480,55,1,37525
1146,1566,50,1,35335
1147,1988,99,1,5492
1148,33,48,1,34196
1149,186,43,1,11681
1150,1247,29,3,71292
1151,329,60,2,92290
1152,1230,93,1,90445
1153,574,84,2,5740
1154,1501,67,3,92781
1155,1535,42,1,19187
1156,1646,99,1,5492
1157,1352,12,3,359826
1158,697,81,2,62576
1159,1335,72,2,56870
1160,256,93,3,271335
1161,1439,66,2,75834
1162,438,76,1,29417
1163,1445,1,2,37456
1164,1392,31,2,109674
1165,249,75,1,7368
1166,1622,63,1,123542
1167,1632,77,1,38358
1168,251,57,1,66719
1169,99,61,1,132454
1170,1249,28,1,14657
1171,407,88,1,2303
1172,664,82,2,9550
1173,1012,15,1,123847
1174,1832,17,1,39572
1175,1480,91,1,12168
1176,540,9,1,107560
1177,322,2,2,79152
1178,1995,60,2,92290
1179,110,82,1,4775
1180,1642,73,1,90092
1181,1924,81,1,31288
1182,41,72,4,113740
1183,564,58,4,409820
1184,635,52,2,38622
1185,1381,35,2,32854
1186,335,37,2,4498
1187,1057,23,1,36455
1188,671,74,3,169518
1189,1008,80,1,15160
1190,1564,42,2,38374
1191,1503,71,3,23367
1192,543,44,1,12233
1193,845,67,1,30927
1194,110,79,1,26436
1195,1852,67,1,30927
1196,1107,57,3,200157
1197,586,62,1,99242
